0, 1296, 1, SS, SS
0, 1296, 1, 医生, O
0, 1296, 1, 你好, O
0, 1296, 1, SE, SE
0, 1296, 2, SS, SS
0, 1296, 2, 年龄, O
0, 1296, 2, 54, O
0, 1296, 2, 岁, O
0, 1296, 2, SE, SE
0, 1296, 3, SS, SS
0, 1296, 3, 前, 
0, 1296, 3, 一周, 
0, 1296, 3, 大腿, 
0, 1296, 3, 小腿, 
0, 1296, 3, 腿, 
0, 1296, 3, 上, 
0, 1296, 3, 里面, 
0, 1296, 3, 肉, 
0, 1296, 3, 无故, 
0, 1296, 3, 变, 
0, 1296, 3, 红, 
0, 1296, 3, 最, 
0, 1296, 3, 无痛, 
0, 1296, 3, SE, SE
0, 1296, 4, SS, SS
0, 1296, 4, 变紫, 
0, 1296, 4, 变黑, 
0, 1296, 4, SE, SE
0, 1296, 5, SS, SS
0, 1296, 5, 变紫, 
0, 1296, 5, 地方, 
0, 1296, 5, 附近, 
0, 1296, 5, 会痛, 
0, 1296, 5, SE, SE
0, 1296, 6, SS, SS
0, 1296, 6, 2, 
0, 1296, 6, 天, 
0, 1296, 6, 地方, 
0, 1296, 6, 变紫, 
0, 1296, 6, SE, SE
0, 1296, 7, SS, SS
0, 1296, 7, 紫色, 
0, 1296, 7, 地方, 
0, 1296, 7, 有痛, 
0, 1296, 7, SE, SE
0, 1296, 8, SS, SS
0, 1296, 8, 附近, 
0, 1296, 8, 血管, 
0, 1296, 8, 鼓起, 
0, 1296, 8, 看上去, 
0, 1296, 8, 毛细血管, 
0, 1296, 8, 出血, 
0, 1296, 8, SE, SE
0, 1296, 9, SS, SS
0, 1296, 9, 县, O
0, 1296, 9, 医院, O
0, 1296, 9, 化验, O
0, 1296, 9, 血小板, O
0, 1296, 9, 正常, O
0, 1296, 9, SE, SE
0, 1296, 10, SS, SS
0, 1296, 10, 肝胀, O
0, 1296, 10, B超, O
0, 1296, 10, 正常, O
0, 1296, 10, SE, SE
0, 1296, 11, SS, SS
0, 1296, 11, 查不出, O
0, 1296, 11, 原因, O
0, 1296, 11, SE, SE
0, 1296, 12, SS, SS
0, 1296, 12, 原来, 
0, 1296, 12, 查出, 
0, 1296, 12, 肝胀, 
0, 1296, 12, 血管瘤, 
0, 1296, 12, SE, SE
0, 1296, 13, SS, SS
0, 1296, 13, 请问, O
0, 1296, 13, 下, O
0, 1296, 13, 病, O
0, 1296, 13, SE, SE
1, 2947, 1, SS, SS
1, 2947, 1, 昨天, 
1, 2947, 1, 摔伤, 
1, 2947, 1, SE, SE
1, 2947, 2, SS, SS
1, 2947, 2, 尾骨, 
1, 2947, 2, 很痛, 
1, 2947, 2, SE, SE
1, 2947, 3, SS, SS
1, 2947, 3, 求, O
1, 2947, 3, 没什么, O
1, 2947, 3, SE, SE
1, 2947, 5, SS, SS
1, 2947, 5, 需要, O
1, 2947, 5, 做手术, O
1, 2947, 5, SE, SE
1, 2947, 8, SS, SS
1, 2947, 8, 很, O
1, 2947, 8, 急, O
1, 2947, 8, SE, SE
2, 3481, 1, SS, SS
2, 3481, 1, 胸椎, 
2, 3481, 1, 痛有, 
2, 3481, 1, 十年, 
2, 3481, 1, SE, SE
2, 3481, 2, SS, SS
2, 3481, 2, 一节, 
2, 3481, 2, 按压, 
2, 3481, 2, 特别, 
2, 3481, 2, 疼, 
2, 3481, 2, SE, SE
2, 3481, 3, SS, SS
2, 3481, 3, 每天, O
2, 3481, 3, 折磨, O
2, 3481, 3, 不行, O
2, 3481, 3, SE, SE
2, 3481, 4, SS, SS
2, 3481, 4, 看, O
2, 3481, 4, 很多, O
2, 3481, 4, 医生, O
2, 3481, 4, 都, O
2, 3481, 4, 没效, O
2, 3481, 4, SE, SE
2, 3481, 5, SS, SS
2, 3481, 5, 经常, O
2, 3481, 5, 推拿, O
2, 3481, 5, 没用, O
2, 3481, 5, SE, SE
3, 4488, 1, SS, SS
3, 4488, 1, 十月初, O
3, 4488, 1, 耳洞, O
3, 4488, 1, SE, SE
3, 4488, 2, SS, SS
3, 4488, 2, 今天, 
3, 4488, 2, 快, 
3, 4488, 2, 两个, 
3, 4488, 2, 月, 
3, 4488, 2, SE, SE
3, 4488, 3, SS, SS
3, 4488, 3, 耳洞, O
3, 4488, 3, 发炎, O
3, 4488, 3, 一次, O
3, 4488, 3, SE, SE
3, 4488, 4, SS, SS
3, 4488, 4, 双氧水, O
3, 4488, 4, 红霉素, O
3, 4488, 4, 软膏, O
3, 4488, 4, SE, SE
3, 4488, 5, SS, SS
3, 4488, 5, 耳洞, O
3, 4488, 5, 反反复复, O
3, 4488, 5, 不好, O
3, 4488, 5, 清, O
3, 4488, 5, SE, SE
3, 4488, 6, SS, SS
3, 4488, 6, 总是, O
3, 4488, 6, 快, O
3, 4488, 6, 好, O
3, 4488, 6, 情况, O
3, 4488, 6, 下, O
3, 4488, 6, SE, SE
3, 4488, 7, SS, SS
3, 4488, 7, 流血, O
3, 4488, 7, 流脓, O
3, 4488, 7, SE, SE
4, 5796, 1, SS, SS
4, 5796, 1, sy, 
4, 5796, 1, 导致, 
4, 5796, 1, 疾病, 
4, 5796, 1, SE, SE
4, 5796, 2, SS, SS
4, 5796, 2, 现在, O
4, 5796, 2, 急需, O
4, 5796, 2, 治疗, O
4, 5796, 2, SE, SE
4, 5796, 3, SS, SS
4, 5796, 3, 后悔, O
4, 5796, 3, 当时, O
4, 5796, 3, 一失足成千古恨, O
4, 5796, 3, 医生, O
4, 5796, 3, 康复, O
4, 5796, 3, 治疗, O
4, 5796, 3, 你好, O
4, 5796, 3, SE, SE
4, 5796, 4, SS, SS
4, 5796, 4, 说, 
4, 5796, 4, 情况, 
4, 5796, 4, 肾亏, 
4, 5796, 4, 导致, 
4, 5796, 4, 性功能, 
4, 5796, 4, 减退, 
4, 5796, 4, SE, SE
4, 5796, 5, SS, SS
4, 5796, 5, 药物, O
4, 5796, 5, 很难, O
4, 5796, 5, 根治, O
4, 5796, 5, SE, SE
4, 5796, 6, SS, SS
4, 5796, 6, 中医中药, O
4, 5796, 6, 长期, O
4, 5796, 6, 临床实践, O
4, 5796, 6, 积累, O
4, 5796, 6, 很多, O
4, 5796, 6, 独特, O
4, 5796, 6, 治疗, O
4, 5796, 6, 方法, O
4, 5796, 6, SE, SE
4, 5796, 7, SS, SS
4, 5796, 7, 建议, O
4, 5796, 7, 当归, O
4, 5796, 7, 莲须, O
4, 5796, 7, 大, O
4, 5796, 7, 云, O
4, 5796, 7, 仙灵脾, O
4, 5796, 7, 沙苑子, O
4, 5796, 7, 菟丝子, O
4, 5796, 7, 杜仲, O
4, 5796, 7, 巴戟, O
4, 5796, 7, 桑葚, O
4, 5796, 7, 金樱子, O
4, 5796, 7, 刺猬皮, O
4, 5796, 7, 海, O
4, 5796, 7, 肭, O
4, 5796, 7, 粉, O
4, 5796, 7, 云苓, O
4, 5796, 7, 枸杞, O
4, 5796, 7, 牛膝, O
4, 5796, 7, 阳古粉, O
